"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","CPI","TOT","AGRWTH","M","1994-03",3.055051,
"AUT","CPI","TOT","AGRWTH","M","1994-04",2.994555,
"AUT","CPI","TOT","AGRWTH","M","1994-05",2.958937,
"AUT","CPI","TOT","AGRWTH","M","1994-06",2.861445,
"AUT","CPI","TOT","AGRWTH","M","1994-07",2.858845,
"AUT","CPI","TOT","AGRWTH","M","1994-08",3.146334,
"AUT","CPI","TOT","AGRWTH","M","1994-09",3.079222,
"AUT","CPI","TOT","AGRWTH","M","1994-10",2.932376,
"AUT","CPI","TOT","AGRWTH","M","1994-11",2.750373,
"AUT","CPI","TOT","AGRWTH","M","1994-12",2.597015,
"AUT","CPI","TOT","AGRWTH","M","1995-01",2.577778,
"AUT","CPI","TOT","AGRWTH","M","1995-02",2.414605,
"AUT","CPI","TOT","AGRWTH","M","1995-03",2.406809,
"AUT","CPI","TOT","AGRWTH","M","1995-04",2.555067,
"AUT","CPI","TOT","AGRWTH","M","1995-05",2.404693,
"AUT","CPI","TOT","AGRWTH","M","1995-06",2.635432,
"AUT","CPI","TOT","AGRWTH","M","1995-07",2.200347,
"AUT","CPI","TOT","AGRWTH","M","1995-08",2.129497,
"AUT","CPI","TOT","AGRWTH","M","1995-09",1.972159,
"AUT","CPI","TOT","AGRWTH","M","1995-10",1.889534,
"AUT","CPI","TOT","AGRWTH","M","1995-11",1.92028,
"AUT","CPI","TOT","AGRWTH","M","1995-12",1.832994,
"AUT","CPI","TOT","AGRWTH","M","1996-01",1.646447,
"AUT","CPI","TOT","AGRWTH","M","1996-02",1.638873,
"AUT","CPI","TOT","AGRWTH","M","1996-03",1.805675,
"AUT","CPI","TOT","AGRWTH","M","1996-04",1.632302,
"AUT","CPI","TOT","AGRWTH","M","1996-05",1.489118,
"AUT","CPI","TOT","AGRWTH","M","1996-06",1.654779,
"AUT","CPI","TOT","AGRWTH","M","1996-07",1.869687,
"AUT","CPI","TOT","AGRWTH","M","1996-08",1.859678,
"AUT","CPI","TOT","AGRWTH","M","1996-09",2.01934,
"AUT","CPI","TOT","AGRWTH","M","1996-10",2.11127,
"AUT","CPI","TOT","AGRWTH","M","1996-11",2.255209,
"AUT","CPI","TOT","AGRWTH","M","1996-12",2.342857,
"AUT","CPI","TOT","AGRWTH","M","1997-01",2.074454,
"AUT","CPI","TOT","AGRWTH","M","1997-02",2.008487,
"AUT","CPI","TOT","AGRWTH","M","1997-03",1.632883,
"AUT","CPI","TOT","AGRWTH","M","1997-04",1.718793,
"AUT","CPI","TOT","AGRWTH","M","1997-05",1.946952,
"AUT","CPI","TOT","AGRWTH","M","1997-06",1.403312,
"AUT","CPI","TOT","AGRWTH","M","1997-07",0.472748,
"AUT","CPI","TOT","AGRWTH","M","1997-08",-0.0553246,
"AUT","CPI","TOT","AGRWTH","M","1997-09",0.7248392,
"AUT","CPI","TOT","AGRWTH","M","1997-10",1.257334,
"AUT","CPI","TOT","AGRWTH","M","1997-11",1.17253,
"AUT","CPI","TOT","AGRWTH","M","1997-12",1.367952,
"AUT","CPI","TOT","AGRWTH","M","1998-01",1.197105,
"AUT","CPI","TOT","AGRWTH","M","1998-02",0.9983355,
"AUT","CPI","TOT","AGRWTH","M","1998-03",0.9695298,
"AUT","CPI","TOT","AGRWTH","M","1998-04",1.191136,
"AUT","CPI","TOT","AGRWTH","M","1998-05",0.9964024,
"AUT","CPI","TOT","AGRWTH","M","1998-06",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-07",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-08",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-09",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-10",0.6898463,
"AUT","CPI","TOT","AGRWTH","M","1998-11",0.8002207,
"AUT","CPI","TOT","AGRWTH","M","1998-12",0.6885153,
"AUT","CPI","TOT","AGRWTH","M","1999-01",0.4951849,
"AUT","CPI","TOT","AGRWTH","M","1999-02",0.4942342,
"AUT","CPI","TOT","AGRWTH","M","1999-03",0.4115225,
"AUT","CPI","TOT","AGRWTH","M","1999-04",0.1916239,
"AUT","CPI","TOT","AGRWTH","M","1999-05",0.493285,
"AUT","CPI","TOT","AGRWTH","M","1999-06",0.4115225,
"AUT","CPI","TOT","AGRWTH","M","1999-07",0.4115225,
"AUT","CPI","TOT","AGRWTH","M","1999-08",0.4938264,
"AUT","CPI","TOT","AGRWTH","M","1999-09",0.4938264,
"AUT","CPI","TOT","AGRWTH","M","1999-10",0.7947382,
"AUT","CPI","TOT","AGRWTH","M","1999-11",0.7664934,
"AUT","CPI","TOT","AGRWTH","M","1999-12",1.367614,
"AUT","CPI","TOT","AGRWTH","M","2000-01",1.14974,
"AUT","CPI","TOT","AGRWTH","M","2000-02",1.639344,
"AUT","CPI","TOT","AGRWTH","M","2000-03",1.939891,
"AUT","CPI","TOT","AGRWTH","M","2000-04",1.857923,
"AUT","CPI","TOT","AGRWTH","M","2000-05",1.745296,
"AUT","CPI","TOT","AGRWTH","M","2000-06",2.73224,
"AUT","CPI","TOT","AGRWTH","M","2000-07",2.814207,
"AUT","CPI","TOT","AGRWTH","M","2000-08",2.730003,
"AUT","CPI","TOT","AGRWTH","M","2000-09",3.030304,
"AUT","CPI","TOT","AGRWTH","M","2000-10",2.800434,
"AUT","CPI","TOT","AGRWTH","M","2000-11",3.096985,
"AUT","CPI","TOT","AGRWTH","M","2000-12",2.590395,
"AUT","CPI","TOT","AGRWTH","M","2001-01",3.007673,
"AUT","CPI","TOT","AGRWTH","M","2001-02",2.719028,
"AUT","CPI","TOT","AGRWTH","M","2001-03",2.617394,
"AUT","CPI","TOT","AGRWTH","M","2001-04",3.203404,
"AUT","CPI","TOT","AGRWTH","M","2001-05",3.321631,
"AUT","CPI","TOT","AGRWTH","M","2001-06",2.724395,
"AUT","CPI","TOT","AGRWTH","M","2001-07",2.742249,
"AUT","CPI","TOT","AGRWTH","M","2001-08",2.54275,
"AUT","CPI","TOT","AGRWTH","M","2001-09",2.542247,
"AUT","CPI","TOT","AGRWTH","M","2001-10",2.45168,
"AUT","CPI","TOT","AGRWTH","M","2001-11",1.97482,
"AUT","CPI","TOT","AGRWTH","M","2001-12",1.984523,
"AUT","CPI","TOT","AGRWTH","M","2002-01",2.169625,
"AUT","CPI","TOT","AGRWTH","M","2002-02",1.866405,
"AUT","CPI","TOT","AGRWTH","M","2002-03",1.862745,
"AUT","CPI","TOT","AGRWTH","M","2002-04",1.756098,
"AUT","CPI","TOT","AGRWTH","M","2002-05",1.850049,
"AUT","CPI","TOT","AGRWTH","M","2002-06",1.749271,
"AUT","CPI","TOT","AGRWTH","M","2002-07",1.553398,
"AUT","CPI","TOT","AGRWTH","M","2002-08",1.945525,
"AUT","CPI","TOT","AGRWTH","M","2002-09",1.648885,
"AUT","CPI","TOT","AGRWTH","M","2002-10",1.744186,
"AUT","CPI","TOT","AGRWTH","M","2002-11",1.745878,
"AUT","CPI","TOT","AGRWTH","M","2002-12",1.839303,
"AUT","CPI","TOT","AGRWTH","M","2003-01",1.737452,
"AUT","CPI","TOT","AGRWTH","M","2003-02",1.735776,
"AUT","CPI","TOT","AGRWTH","M","2003-03",1.828681,
"AUT","CPI","TOT","AGRWTH","M","2003-04",1.342282,
"AUT","CPI","TOT","AGRWTH","M","2003-05",1.051625,
"AUT","CPI","TOT","AGRWTH","M","2003-06",1.146132,
"AUT","CPI","TOT","AGRWTH","M","2003-07",1.147228,
"AUT","CPI","TOT","AGRWTH","M","2003-08",1.240458,
"AUT","CPI","TOT","AGRWTH","M","2003-09",1.431298,
"AUT","CPI","TOT","AGRWTH","M","2003-10",1.047619,
"AUT","CPI","TOT","AGRWTH","M","2003-11",1.334604,
"AUT","CPI","TOT","AGRWTH","M","2003-12",1.235741,
"AUT","CPI","TOT","AGRWTH","M","2004-01",1.13852,
"AUT","CPI","TOT","AGRWTH","M","2004-02",1.421801,
"AUT","CPI","TOT","AGRWTH","M","2004-03",1.512287,
"AUT","CPI","TOT","AGRWTH","M","2004-04",1.608325,
"AUT","CPI","TOT","AGRWTH","M","2004-05",2.081362,
"AUT","CPI","TOT","AGRWTH","M","2004-06",2.266289,
"AUT","CPI","TOT","AGRWTH","M","2004-07",2.173913,
"AUT","CPI","TOT","AGRWTH","M","2004-08",2.262017,
"AUT","CPI","TOT","AGRWTH","M","2004-09",2.069614,
"AUT","CPI","TOT","AGRWTH","M","2004-10",2.63902,
"AUT","CPI","TOT","AGRWTH","M","2004-11",2.634055,
"AUT","CPI","TOT","AGRWTH","M","2004-12",2.910798,
"AUT","CPI","TOT","AGRWTH","M","2005-01",2.908067,
"AUT","CPI","TOT","AGRWTH","M","2005-02",2.833415,
"AUT","CPI","TOT","AGRWTH","M","2005-03",2.965249,
"AUT","CPI","TOT","AGRWTH","M","2005-04",2.759319,
"AUT","CPI","TOT","AGRWTH","M","2005-05",2.385628,
"AUT","CPI","TOT","AGRWTH","M","2005-06",2.313801,
"AUT","CPI","TOT","AGRWTH","M","2005-07",2.400798,
"AUT","CPI","TOT","AGRWTH","M","2005-08",2.023283,
"AUT","CPI","TOT","AGRWTH","M","2005-09",2.227126,
"AUT","CPI","TOT","AGRWTH","M","2005-10",1.953183,
"AUT","CPI","TOT","AGRWTH","M","2005-11",1.462202,
"AUT","CPI","TOT","AGRWTH","M","2005-12",1.40292,
"AUT","CPI","TOT","AGRWTH","M","2006-01",1.209677,
"AUT","CPI","TOT","AGRWTH","M","2006-02",1.20603,
"AUT","CPI","TOT","AGRWTH","M","2006-03",1,
"AUT","CPI","TOT","AGRWTH","M","2006-04",1.703407,
"AUT","CPI","TOT","AGRWTH","M","2006-05",1.701702,
"AUT","CPI","TOT","AGRWTH","M","2006-06",1.497006,
"AUT","CPI","TOT","AGRWTH","M","2006-07",1.498502,
"AUT","CPI","TOT","AGRWTH","M","2006-08",1.798202,
"AUT","CPI","TOT","AGRWTH","M","2006-09",1.395813,
"AUT","CPI","TOT","AGRWTH","M","2006-10",1.195219,
"AUT","CPI","TOT","AGRWTH","M","2006-11",1.598402,
"AUT","CPI","TOT","AGRWTH","M","2006-12",1.492537,
"AUT","CPI","TOT","AGRWTH","M","2007-01",1.593626,
"AUT","CPI","TOT","AGRWTH","M","2007-02",1.588878,
"AUT","CPI","TOT","AGRWTH","M","2007-03",1.782178,
"AUT","CPI","TOT","AGRWTH","M","2007-04",1.773399,
"AUT","CPI","TOT","AGRWTH","M","2007-05",1.968504,
"AUT","CPI","TOT","AGRWTH","M","2007-06",1.966568,
"AUT","CPI","TOT","AGRWTH","M","2007-07",2.066929,
"AUT","CPI","TOT","AGRWTH","M","2007-08",1.668302,
"AUT","CPI","TOT","AGRWTH","M","2007-09",2.064897,
"AUT","CPI","TOT","AGRWTH","M","2007-10",2.755906,
"AUT","CPI","TOT","AGRWTH","M","2007-11",3.146509,
"AUT","CPI","TOT","AGRWTH","M","2007-12",3.627451,
"AUT","CPI","TOT","AGRWTH","M","2008-01",3.235294,
"AUT","CPI","TOT","AGRWTH","M","2008-02",3.225806,
"AUT","CPI","TOT","AGRWTH","M","2008-03",3.501945,
"AUT","CPI","TOT","AGRWTH","M","2008-04",3.291384,
"AUT","CPI","TOT","AGRWTH","M","2008-05",3.667954,
"AUT","CPI","TOT","AGRWTH","M","2008-06",3.857281,
"AUT","CPI","TOT","AGRWTH","M","2008-07",3.760849,
"AUT","CPI","TOT","AGRWTH","M","2008-08",3.667954,
"AUT","CPI","TOT","AGRWTH","M","2008-09",3.757226,
"AUT","CPI","TOT","AGRWTH","M","2008-10",3.065134,
"AUT","CPI","TOT","AGRWTH","M","2008-11",2.287893,
"AUT","CPI","TOT","AGRWTH","M","2008-12",1.324503,
"AUT","CPI","TOT","AGRWTH","M","2009-01",1.234568,
"AUT","CPI","TOT","AGRWTH","M","2009-02",1.325758,
"AUT","CPI","TOT","AGRWTH","M","2009-03",0.7518797,
"AUT","CPI","TOT","AGRWTH","M","2009-04",0.656045,
"AUT","CPI","TOT","AGRWTH","M","2009-05",0.2793296,
"AUT","CPI","TOT","AGRWTH","M","2009-06",-0.09285051,
"AUT","CPI","TOT","AGRWTH","M","2009-07",-0.2788104,
"AUT","CPI","TOT","AGRWTH","M","2009-08",0.2793296,
"AUT","CPI","TOT","AGRWTH","M","2009-09",0.09285051,
"AUT","CPI","TOT","AGRWTH","M","2009-10",0.1858736,
"AUT","CPI","TOT","AGRWTH","M","2009-11",0.6523765,
"AUT","CPI","TOT","AGRWTH","M","2009-12",1.027078,
"AUT","CPI","TOT","AGRWTH","M","2010-01",1.219512,
"AUT","CPI","TOT","AGRWTH","M","2010-02",1.028037,
"AUT","CPI","TOT","AGRWTH","M","2010-03",1.958955,
"AUT","CPI","TOT","AGRWTH","M","2010-04",2.048417,
"AUT","CPI","TOT","AGRWTH","M","2010-05",1.85701,
"AUT","CPI","TOT","AGRWTH","M","2010-06",1.951673,
"AUT","CPI","TOT","AGRWTH","M","2010-07",1.863933,
"AUT","CPI","TOT","AGRWTH","M","2010-08",1.671309,
"AUT","CPI","TOT","AGRWTH","M","2010-09",1.855288,
"AUT","CPI","TOT","AGRWTH","M","2010-10",2.133581,
"AUT","CPI","TOT","AGRWTH","M","2010-11",1.851852,
"AUT","CPI","TOT","AGRWTH","M","2010-12",2.310536,
"AUT","CPI","TOT","AGRWTH","M","2011-01",2.502317,
"AUT","CPI","TOT","AGRWTH","M","2011-02",3.021771,
"AUT","CPI","TOT","AGRWTH","M","2011-03",3.09295,
"AUT","CPI","TOT","AGRWTH","M","2011-04",3.310327,
"AUT","CPI","TOT","AGRWTH","M","2011-05",3.315974,
"AUT","CPI","TOT","AGRWTH","M","2011-06",3.315974,
"AUT","CPI","TOT","AGRWTH","M","2011-07",3.4937,
"AUT","CPI","TOT","AGRWTH","M","2011-08",3.504679,
"AUT","CPI","TOT","AGRWTH","M","2011-09",3.620805,
"AUT","CPI","TOT","AGRWTH","M","2011-10",3.437919,
"AUT","CPI","TOT","AGRWTH","M","2011-11",3.631503,
"AUT","CPI","TOT","AGRWTH","M","2011-12",3.174041,
"AUT","CPI","TOT","AGRWTH","M","2012-01",2.772277,
"AUT","CPI","TOT","AGRWTH","M","2012-02",2.556539,
"AUT","CPI","TOT","AGRWTH","M","2012-03",2.429543,
"AUT","CPI","TOT","AGRWTH","M","2012-04",2.321083,
"AUT","CPI","TOT","AGRWTH","M","2012-05",2.125604,
"AUT","CPI","TOT","AGRWTH","M","2012-06",2.222222,
"AUT","CPI","TOT","AGRWTH","M","2012-07",2.129719,
"AUT","CPI","TOT","AGRWTH","M","2012-08",2.222222,
"AUT","CPI","TOT","AGRWTH","M","2012-09",2.694899,
"AUT","CPI","TOT","AGRWTH","M","2012-10",2.788461,
"AUT","CPI","TOT","AGRWTH","M","2012-11",2.785783,
"AUT","CPI","TOT","AGRWTH","M","2012-12",2.780441,
"AUT","CPI","TOT","AGRWTH","M","2013-01",2.697495,
"AUT","CPI","TOT","AGRWTH","M","2013-02",2.492809,
"AUT","CPI","TOT","AGRWTH","M","2013-03",2.27704,
"AUT","CPI","TOT","AGRWTH","M","2013-04",1.984877,
"AUT","CPI","TOT","AGRWTH","M","2013-05",2.270577,
"AUT","CPI","TOT","AGRWTH","M","2013-06",2.173913,
"AUT","CPI","TOT","AGRWTH","M","2013-07",1.990521,
"AUT","CPI","TOT","AGRWTH","M","2013-08",1.795841,
"AUT","CPI","TOT","AGRWTH","M","2013-09",1.686973,
"AUT","CPI","TOT","AGRWTH","M","2013-10",1.403181,
"AUT","CPI","TOT","AGRWTH","M","2013-11",1.401869,
"AUT","CPI","TOT","AGRWTH","M","2013-12",1.865672,
"AUT","CPI","TOT","AGRWTH","M","2014-01",1.594747,
"AUT","CPI","TOT","AGRWTH","M","2014-02",1.496726,
"AUT","CPI","TOT","AGRWTH","M","2014-03",1.669759,
"AUT","CPI","TOT","AGRWTH","M","2014-04",1.668211,
"AUT","CPI","TOT","AGRWTH","M","2014-05",1.757632,
"AUT","CPI","TOT","AGRWTH","M","2014-06",1.850139,
"AUT","CPI","TOT","AGRWTH","M","2014-07",1.765799,
"AUT","CPI","TOT","AGRWTH","M","2014-08",1.671309,
"AUT","CPI","TOT","AGRWTH","M","2014-09",1.56682,
"AUT","CPI","TOT","AGRWTH","M","2014-10",1.568266,
"AUT","CPI","TOT","AGRWTH","M","2014-11",1.658986,
"AUT","CPI","TOT","AGRWTH","M","2014-12",1.007326,
"AUT","CPI","TOT","AGRWTH","M","2015-01",0.7386888,
"AUT","CPI","TOT","AGRWTH","M","2015-02",0.8589376,
"AUT","CPI","TOT","AGRWTH","M","2015-03",0.9571964,
"AUT","CPI","TOT","AGRWTH","M","2015-04",1.066896,
"AUT","CPI","TOT","AGRWTH","M","2015-05",0.9924396,
"AUT","CPI","TOT","AGRWTH","M","2015-06",1.00121,
"AUT","CPI","TOT","AGRWTH","M","2015-07",1.150444,
"AUT","CPI","TOT","AGRWTH","M","2015-08",0.9483453,
"AUT","CPI","TOT","AGRWTH","M","2015-09",0.7087427,
"AUT","CPI","TOT","AGRWTH","M","2015-10",0.6997142,
"AUT","CPI","TOT","AGRWTH","M","2015-11",0.6174383,
"AUT","CPI","TOT","AGRWTH","M","2015-12",1.018704,
"AUT","CPI","TOT","AGRWTH","M","2016-01",1.217039,
"AUT","CPI","TOT","AGRWTH","M","2016-02",1.011122,
"AUT","CPI","TOT","AGRWTH","M","2016-03",0.7,
"AUT","CPI","TOT","AGRWTH","M","2016-04",0.499002,
"AUT","CPI","TOT","AGRWTH","M","2016-05",0.5976096,
"AUT","CPI","TOT","AGRWTH","M","2016-06",0.5970149,
"AUT","CPI","TOT","AGRWTH","M","2016-07",0.5994006,
"AUT","CPI","TOT","AGRWTH","M","2016-08",0.6006006,
"AUT","CPI","TOT","AGRWTH","M","2016-09",0.8973081,
"AUT","CPI","TOT","AGRWTH","M","2016-10",1.297405,
"AUT","CPI","TOT","AGRWTH","M","2016-11",1.296112,
"AUT","CPI","TOT","AGRWTH","M","2016-12",1.390268,
"AUT","CPI","TOT","AGRWTH","M","2017-01",2.004008,
"AUT","CPI","TOT","AGRWTH","M","2017-02",2.202202,
"AUT","CPI","TOT","AGRWTH","M","2017-03",1.886792,
"AUT","CPI","TOT","AGRWTH","M","2017-04",2.085402,
"AUT","CPI","TOT","AGRWTH","M","2017-05",1.881188,
"AUT","CPI","TOT","AGRWTH","M","2017-06",1.879327,
"AUT","CPI","TOT","AGRWTH","M","2017-07",1.986097,
"AUT","CPI","TOT","AGRWTH","M","2017-08",2.089552,
"AUT","CPI","TOT","AGRWTH","M","2017-09",2.371542,
"AUT","CPI","TOT","AGRWTH","M","2017-10",2.167488,
"AUT","CPI","TOT","AGRWTH","M","2017-11",2.26378,
"AUT","CPI","TOT","AGRWTH","M","2017-12",2.15475,
"AUT","CPI","TOT","AGRWTH","M","2018-01",1.768173,
"AUT","CPI","TOT","AGRWTH","M","2018-02",1.762977,
"AUT","CPI","TOT","AGRWTH","M","2018-03",1.851852,
"AUT","CPI","TOT","AGRWTH","M","2018-04",1.848249,
"AUT","CPI","TOT","AGRWTH","M","2018-05",1.943635,
"AUT","CPI","TOT","AGRWTH","M","2018-06",2.038835,
"AUT","CPI","TOT","AGRWTH","M","2018-07",2.142162,
"AUT","CPI","TOT","AGRWTH","M","2018-08",2.241715,
"AUT","CPI","TOT","AGRWTH","M","2018-09",2.027027,
"AUT","CPI","TOT","AGRWTH","M","2018-10",2.217936,
"AUT","CPI","TOT","AGRWTH","M","2018-11",2.213667,
"AUT","CPI","TOT","AGRWTH","M","2018-12",1.917546,
"AUT","CPI","TOT","AGRWTH","M","2019-01",1.833977,
"AUT","CPI","TOT","AGRWTH","M","2019-02",1.539942,
"AUT","CPI","TOT","AGRWTH","M","2019-03",1.818182,
"AUT","CPI","TOT","AGRWTH","M","2019-04",1.719198,
"AUT","CPI","TOT","AGRWTH","M","2019-05",1.71592,
"AUT","CPI","TOT","AGRWTH","M","2019-06",1.617507,
"AUT","CPI","TOT","AGRWTH","M","2019-07",1.429933,
"AUT","CPI","TOT","AGRWTH","M","2019-08",1.525262,
"AUT","CPI","TOT","AGRWTH","M","2019-09",1.229896,
"AUT","CPI","TOT","AGRWTH","M","2019-10",1.132075,
"AUT","CPI","TOT","AGRWTH","M","2019-11",1.129943,
"AUT","CPI","TOT","AGRWTH","M","2019-12",1.693321,
"AUT","CPI","TOT","AGRWTH","M","2020-01",1.990521,
"AUT","CPI","TOT","AGRWTH","M","2020-02",2.093024,
"AUT","CPI","TOT","AGRWTH","M","2020-03",1.534364,
"AUT","CPI","TOT","AGRWTH","M","2020-04",1.439026,
"AUT","CPI","TOT","AGRWTH","M","2020-05",0.6407859,
"AUT","CPI","TOT","AGRWTH","M","2020-06",1.05283,
"AUT","CPI","TOT","AGRWTH","M","2020-07",1.636,
"AUT","CPI","TOT","AGRWTH","M","2020-08",1.337486,
"AUT","CPI","TOT","AGRWTH","M","2020-09",1.26821,
"AUT","CPI","TOT","AGRWTH","M","2020-10",1.281032,
"AUT","CPI","TOT","AGRWTH","M","2020-11",1.193116,
"AUT","CPI","TOT","AGRWTH","M","2020-12",1.138068,
"AUT","CPI","TOT","AGRWTH","M","2021-01",0.8040201,
"AUT","CPI","TOT","AGRWTH","M","2021-02",1.204819,
"AUT","CPI","TOT","AGRWTH","M","2021-03",2.002002,
"AUT","CPI","TOT","AGRWTH","M","2021-04",1.901902,
"AUT","CPI","TOT","AGRWTH","M","2021-05",2.819738,
"AUT","CPI","TOT","AGRWTH","M","2021-06",2.805611,
"AUT","CPI","TOT","AGRWTH","M","2021-07",2.9,
"AUT","CPI","TOT","AGRWTH","M","2021-08",3.206413,
"AUT","CPI","TOT","AGRWTH","M","2021-09",3.293413,
"AUT","CPI","TOT","AGRWTH","M","2021-10",3.685259,
"AUT","CPI","TOT","AGRWTH","M","2021-11",4.278607,
"AUT","CPI","TOT","AGRWTH","M","2021-12",4.253215,
"AUT","CPI","TOT","AGRWTH","M","2022-01",4.985045,
"BEL","CPI","TOT","AGRWTH","M","1956-01",1.489573,
"BEL","CPI","TOT","AGRWTH","M","1956-02",2.195609,
"BEL","CPI","TOT","AGRWTH","M","1956-03",2.9,
"BEL","CPI","TOT","AGRWTH","M","1956-04",3.313253,
"BEL","CPI","TOT","AGRWTH","M","1956-05",4.133065,
"BEL","CPI","TOT","AGRWTH","M","1956-06",3.787575,
"BEL","CPI","TOT","AGRWTH","M","1956-07",2.794846,
"BEL","CPI","TOT","AGRWTH","M","1956-08",2.406312,
"BEL","CPI","TOT","AGRWTH","M","1956-09",2.288802,
"BEL","CPI","TOT","AGRWTH","M","1956-10",2.760314,
"BEL","CPI","TOT","AGRWTH","M","1956-11",2.615083,
"BEL","CPI","TOT","AGRWTH","M","1956-12",3.180039,
"BEL","CPI","TOT","AGRWTH","M","1957-01",3.600783,
"BEL","CPI","TOT","AGRWTH","M","1957-02",3.632813,
"BEL","CPI","TOT","AGRWTH","M","1957-03",2.934888,
"BEL","CPI","TOT","AGRWTH","M","1957-04",3.13897,
"BEL","CPI","TOT","AGRWTH","M","1957-05",2.884802,
"BEL","CPI","TOT","AGRWTH","M","1957-06",2.78046,
"BEL","CPI","TOT","AGRWTH","M","1957-07",3.470883,
"BEL","CPI","TOT","AGRWTH","M","1957-08",3.081664,
"BEL","CPI","TOT","AGRWTH","M","1957-09",3.274753,
"BEL","CPI","TOT","AGRWTH","M","1957-10",2.906032,
"BEL","CPI","TOT","AGRWTH","M","1957-11",3.37883,
"BEL","CPI","TOT","AGRWTH","M","1957-12",2.939782,
"BEL","CPI","TOT","AGRWTH","M","1958-01",2.653948,
"BEL","CPI","TOT","AGRWTH","M","1958-02",2.063701,
"BEL","CPI","TOT","AGRWTH","M","1958-03",1.963746,
"BEL","CPI","TOT","AGRWTH","M","1958-04",2.054085,
"BEL","CPI","TOT","AGRWTH","M","1958-05",1.947685,
"BEL","CPI","TOT","AGRWTH","M","1958-06",1.925606,
"BEL","CPI","TOT","AGRWTH","M","1958-07",0.7081625,
"BEL","CPI","TOT","AGRWTH","M","1958-08",0.9622571,
"BEL","CPI","TOT","AGRWTH","M","1958-09",0.5021387,
"BEL","CPI","TOT","AGRWTH","M","1958-10",0.5480725,
"BEL","CPI","TOT","AGRWTH","M","1958-11",0.02769827,
"BEL","CPI","TOT","AGRWTH","M","1958-12",0.1934592,
"BEL","CPI","TOT","AGRWTH","M","1959-01",0.03680191,
"BEL","CPI","TOT","AGRWTH","M","1959-02",0.5908965,
"BEL","CPI","TOT","AGRWTH","M","1959-03",0.7407407,
"BEL","CPI","TOT","AGRWTH","M","1959-04",0.572431,
"BEL","CPI","TOT","AGRWTH","M","1959-05",0.8029534,
"BEL","CPI","TOT","AGRWTH","M","1959-06",0.9953,
"BEL","CPI","TOT","AGRWTH","M","1959-07",1.406366,
"BEL","CPI","TOT","AGRWTH","M","1959-08",1.915425,
"BEL","CPI","TOT","AGRWTH","M","1959-09",1.989267,
"BEL","CPI","TOT","AGRWTH","M","1959-10",1.977088,
"BEL","CPI","TOT","AGRWTH","M","1959-11",2.104486,
"BEL","CPI","TOT","AGRWTH","M","1959-12",1.627437,
"BEL","CPI","TOT","AGRWTH","M","1960-01",1.42555,
"BEL","CPI","TOT","AGRWTH","M","1960-02",1.11978,
"BEL","CPI","TOT","AGRWTH","M","1960-03",1.001838,
"BEL","CPI","TOT","AGRWTH","M","1960-04",0.7894979,
"BEL","CPI","TOT","AGRWTH","M","1960-05",0.494415,
"BEL","CPI","TOT","AGRWTH","M","1960-06",0.337622,
"BEL","CPI","TOT","AGRWTH","M","1960-07",0.06386861,
"BEL","CPI","TOT","AGRWTH","M","1960-08",-0.5266025,
"BEL","CPI","TOT","AGRWTH","M","1960-09",-0.4263812,
"BEL","CPI","TOT","AGRWTH","M","1960-10",-0.2174307,
"BEL","CPI","TOT","AGRWTH","M","1960-11",-0.2531188,
"BEL","CPI","TOT","AGRWTH","M","1960-12",-0.171899,
"BEL","CPI","TOT","AGRWTH","M","1961-01",0.1360174,
"BEL","CPI","TOT","AGRWTH","M","1961-02",0.2904602,
"BEL","CPI","TOT","AGRWTH","M","1961-03",0.5824006,
"BEL","CPI","TOT","AGRWTH","M","1961-04",0.6922306,
"BEL","CPI","TOT","AGRWTH","M","1961-05",0.9748542,
"BEL","CPI","TOT","AGRWTH","M","1961-06",1.000364,
"BEL","CPI","TOT","AGRWTH","M","1961-07",1.623051,
"BEL","CPI","TOT","AGRWTH","M","1961-08",1.935013,
"BEL","CPI","TOT","AGRWTH","M","1961-09",1.567055,
"BEL","CPI","TOT","AGRWTH","M","1961-10",1.071364,
"BEL","CPI","TOT","AGRWTH","M","1961-11",1.042233,
"BEL","CPI","TOT","AGRWTH","M","1961-12",1.005982,
"BEL","CPI","TOT","AGRWTH","M","1962-01",0.9779951,
"BEL","CPI","TOT","AGRWTH","M","1962-02",0.9050593,
"BEL","CPI","TOT","AGRWTH","M","1962-03",1.031394,
"BEL","CPI","TOT","AGRWTH","M","1962-04",1.510629,
"BEL","CPI","TOT","AGRWTH","M","1962-05",2.508346,
"BEL","CPI","TOT","AGRWTH","M","1962-06",2.881325,
"BEL","CPI","TOT","AGRWTH","M","1962-07",1.982952,
"BEL","CPI","TOT","AGRWTH","M","1962-08",0.5103868,
"BEL","CPI","TOT","AGRWTH","M","1962-09",0.8342304,
"BEL","CPI","TOT","AGRWTH","M","1962-10",1.275602,
"BEL","CPI","TOT","AGRWTH","M","1962-11",1.282626,
"BEL","CPI","TOT","AGRWTH","M","1962-12",1.15747,
"BEL","CPI","TOT","AGRWTH","M","1963-01",1.506591,
